Number,Name,Location,City
15BT5,Carlston Annis,Eastern side of the Green River off Kentucky Route 403 37°16′28″N 86°48′19″W / 37.27444°N 86.80528°W / 37.27444 ; -86.80528 ( 15BT5 ),Schulztown
15BT6,DeWeese,"Eastern bank of the Green River in Horseshoe Bend , west of Taylor Lake 37°18′26″N 86°49′4″W / 37.30722°N 86.81778°W / 37.30722 ; -86.81778 ( 15BT6 )",Highview
15BT10,Read,"Northern side of the Green River , west of Morgantown 37°14′33″N 86°47′27″W / 37.24250°N 86.79083°W / 37.24250 ; -86.79083 ( 15BT10 )",Monticello
15BT11,Russell,Eastern bank of the Green River in Horseshoe Bend 37°16′16″N 86°48′1″W / 37.27111°N 86.80028°W / 37.27111 ; -86.80028 ( 15BT11 ),Logansport
15BT41,Rayburn Johnson,"Eastern bank of the Green River in Horseshoe Bend , northwest of Taylor Lake 37°19′28″N 86°49′4″W / 37.32444°N 86.81778°W / 37.32444 ; -86.81778 ( 15BT41 )",Prentiss
15BT67,Woodbury,Left bank of the Green River immediately above Woodbury 37°10′51″N 86°37′39″W / 37.18083°N 86.62750°W / 37.18083 ; -86.62750 ( 15BT67 ),Woodbury
15HE160,Bluff City,0.5 miles ( 0.80 km ) above Bluff City on a Green River bluff 37°47′58″N 87°22′20″W / 37.79944°N 87.37222°W / 37.79944 ; -87.37222 ( 15HE160 ),Hebbardsville
15HE580,None,"Right bank of the Green River , 1 mile ( 1.6 km ) above Bluff City 37°48′25″N 87°21′56″W / 37.80694°N 87.36556°W / 37.80694 ; -87.36556 ( 15HE580 )",Hebbardsville
15HE589,James Giles,"Left bank of the Green River , east of Bluff City 37°48′20″N 87°19′31″W / 37.80556°N 87.32528°W / 37.80556 ; -87.32528 ( 15HE589 )",Rumsey
15HE635,None,"In the lawn of a house on Reed Bluff City Rd. , northeast of Bluff City 37°48′54″N 87°22′12″W / 37.81500°N 87.37000°W / 37.81500 ; -87.37000 ( 15HE635 )",Hebbardsville
15McL2,R.D . Ford,"Along the Green River off Kentucky Route 256 , west of Calhoun 37°33′36″N 87°22′0″W / 37.56000°N 87.36667°W / 37.56000 ; -87.36667 ( 15McL2 )",Ashbyburg
15McL7,Butterfield,Southern bank of the Green River across from the mouth of the Rough River 37°28′57″N 87°8′3″W / 37.48250°N 87.13417°W / 37.48250 ; -87.13417 ( 15McL7 ),Livermore
15McL15,Austin,"Left bank of the Green River , 4 miles ( 6.4 km ) below Calhoun 37°32′36″N 87°18′21″W / 37.54333°N 87.30583°W / 37.54333 ; -87.30583 ( 15McL15 )",Rumsey
15McL16,None,Left bank of the Green River immediately above Rumsey 37°31′48″N 87°15′5″W / 37.53000°N 87.25139°W / 37.53000 ; -87.25139 ( 15McL16 ),Rumsey
15McL17,None,"Above the right bank of the Rough River , 1.5 miles ( 2.4 km ) east of Livermore 37°29′3″N 87°6′21″W / 37.48417°N 87.10583°W / 37.48417 ; -87.10583 ( 15McL17 )",Livermore
15McL109,Crowe,"Left bank of the Green River , 1 mile ( 1.6 km ) above Livermore 37°28′26″N 87°7′27″W / 37.47389°N 87.12417°W / 37.47389 ; -87.12417 ( 15McL109 )",Kirtley
15MU12,Baker,"Left bank of the Green River , 3 miles ( 4.8 km ) above the Paradise Fossil Plant 37°14′18″N 86°56′47″W / 37.23833°N 86.94639°W / 37.23833 ; -86.94639 ( 15MU12 )",Skilesville
15OH1,Chiggerville,"Right bank of the Green River , 3 miles ( 4.8 km ) above the Paradise Fossil Plant 37°14′24″N 86°56′29″W / 37.24000°N 86.94139°W / 37.24000 ; -86.94139 ( 15OH1 )",Knightsburg
15OH10,Smallhous,Right bank of the Green River at Smallhous 37°22′49″N 87°5′33″W / 37.38028°N 87.09250°W / 37.38028 ; -87.09250 ( 15OH10 ),Smallhous
15OH13,Bowles,Northern side of the Green River opposite Rochester 37°12′51″N 86°53′52″W / 37.21417°N 86.89778°W / 37.21417 ; -86.89778 ( 15OH13 ),Rochester
