,Name on the Register,Date listed,Location,City or town
1,"All Saints ' Episcopal Church , Waccamaw","March 13 , 1991 ( # 91000232 )","South Carolina Highway 255 0.2 miles north of its junction with South Carolina Highway 46 33°28′03″N 79°08′24″W / 33.4675°N 79.14°W / 33.4675 ; -79.14 ( All Saints ' Episcopal Church , Waccamaw )",Pawleys Island
2,Annandale Plantation,"October 25 , 1973 ( # 73001709 )",About 14 miles south of Georgetown between South Carolina Highways 18 and 30 33°13′01″N 79°18′10″W / 33.216944°N 79.302778°W / 33.216944 ; -79.302778 ( Annandale Plantation ),Georgetown
3,Arcadia Plantation,"January 3 , 1978 ( # 78002509 )",5 miles ( 8 km ) east of Georgetown off U.S. Route 17 33°23′01″N 79°13′25″W / 33.383611°N 79.223611°W / 33.383611 ; -79.223611 ( Arcadia Plantation ),Georgetown
4,Atalaya,"September 7 , 1984 ( # 84002045 )",Off U.S. Route 17 33°30′50″N 79°05′07″W / 33.513889°N 79.085278°W / 33.513889 ; -79.085278 ( Atalaya ),Murrells Inlet
5,Battery White,"November 16 , 1977 ( # 77001222 )",South of Georgetown on Belle Isle Rd . 33°18′13″N 79°17′46″W / 33.303611°N 79.296111°W / 33.303611 ; -79.296111 ( Battery White ),Georgetown
6,Belle Isle Rice Mill Chimney,"October 3 , 1988 ( # 88000525 )",Cat Island 33°12′02″N 79°15′30″W / 33.200556°N 79.258333°W / 33.200556 ; -79.258333 ( Belle Isle Rice Mill Chimney ),Georgetown
7,Beneventum Plantation House,"October 3 , 1988 ( # 88000526 )",Off County Road 431 33°26′43″N 79°15′39″W / 33.445278°N 79.260833°W / 33.445278 ; -79.260833 ( Beneventum Plantation House ),Georgetown
8,Black River Plantation House,"March 2 , 1994 ( # 94000062 )","Southwestern side of South Carolina Highway 51 , 0.5 miles northwest of Peters Creek 33°30′37″N 79°18′01″W / 33.510278°N 79.300278°W / 33.510278 ; -79.300278 ( Black River Plantation House )",Georgetown
9,Brookgreen Gardens,"April 15 , 1978 ( # 78002510 )",18 miles ( 28.8 km ) northeast of Georgetown on U.S. Route 17 33°31′14″N 79°05′59″W / 33.520556°N 79.099722°W / 33.520556 ; -79.099722 ( Brookgreen Gardens ),Georgetown
10,Cedar Grove Plantation Chapel,"March 13 , 1991 ( # 91000231 )","South Carolina Highway 255 , 0.2 miles north of its junction with South Carolina Highway 46 33°28′02″N 79°08′19″W / 33.467222°N 79.138611°W / 33.467222 ; -79.138611 ( Cedar Grove Plantation Chapel )",Pawleys Island
11,Chicora Wood Plantation,"April 11 , 1973 ( # 73001710 )",12 miles northeast of Georgetown on County Road 52 33°31′03″N 79°10′32″W / 33.5175°N 79.175556°W / 33.5175 ; -79.175556 ( Chicora Wood Plantation ),Georgetown
12,Fairfield Rice Mill Chimney,"October 3 , 1988 ( # 88000527 )",Off U.S. Route 17 33°23′33″N 79°13′11″W / 33.3925°N 79.219722°W / 33.3925 ; -79.219722 ( Fairfield Rice Mill Chimney ),Georgetown
13,Friendfield Plantation,"April 12 , 1996 ( # 96000409 )","Roughly bounded by U.S. Route 521 -17A , the Sampit River , Whites Creek , and Creek Rd . 33°22′39″N 79°20′29″W / 33.3775°N 79.341389°W / 33.3775 ; -79.341389 ( Friendfield Plantation )",Georgetown
14,Georgetown Historic District,"October 14 , 1971 ( # 71000781 )",Along the northern side of the Sampit River 33°21′58″N 79°16′51″W / 33.366111°N 79.280833°W / 33.366111 ; -79.280833 ( Georgetown Historic District ),Georgetown
15,Georgetown Lighthouse,"December 30 , 1974 ( # 74001857 )","On North Island , about 12 miles southeast of Georgetown 33°13′20″N 79°11′07″W / 33.222222°N 79.185278°W / 33.222222 ; -79.185278 ( Georgetown Lighthouse )",Georgetown
16,Hobcaw Barony,"November 2 , 1994 ( # 94001236 )","Roughly bounded by U.S. Route 17 , Winyah and Mud Bays and Jones Creek 33°19′23″N 79°13′06″W / 33.323056°N 79.218333°W / 33.323056 ; -79.218333 ( Hobcaw Barony )",Georgetown
17,Hopsewee,"January 25 , 1971 ( # 71000782 )",12 miles south of Georgetown on U.S. Route 17 33°12′38″N 79°23′05″W / 33.210556°N 79.384722°W / 33.210556 ; -79.384722 ( Hopsewee ),Georgetown
18,Keithfield Plantation,"October 3 , 1988 ( # 88000529 )",Off County Road 52 33°26′21″N 79°14′31″W / 33.439167°N 79.241944°W / 33.439167 ; -79.241944 ( Keithfield Plantation ),Georgetown
19,Mansfield Plantation,"December 6 , 1977 ( # 77001223 )",5 miles north of Georgetown off U.S. Route 701 33°26′05″N 79°15′33″W / 33.434722°N 79.259167°W / 33.434722 ; -79.259167 ( Mansfield Plantation ),Georgetown
20,Milldam Rice Mill and Rice Barn,"October 3 , 1988 ( # 88000530 )",Off County Road 30 33°12′09″N 79°19′58″W / 33.2025°N 79.332778°W / 33.2025 ; -79.332778 ( Milldam Rice Mill and Rice Barn ),Georgetown
