,Name on the Register,Date listed,Location,City or town
1,Albion Flats,"July 1 , 1982 ( # 82000093 )",701 Court St. 37°58′33″N 87°34′10″W / 37.975833°N 87.569444°W / 37.975833 ; -87.569444 ( Albion Flats ),Evansville
2,Alhambra Theatorium,"October 1 , 1979 ( # 79000047 )",50 Adams Ave. 37°57′44″N 87°33′57″W / 37.962222°N 87.565833°W / 37.962222 ; -87.565833 ( Alhambra Theatorium ),Evansville
3,American Trust and Savings Bank ( Indiana Bank ),"July 1 , 1982 ( # 82000094 )",524-530 Main St. 37°58′22″N 87°34′09″W / 37.972778°N 87.569167°W / 37.972778 ; -87.569167 ( American Trust and Savings Bank ( Indiana Bank ) ),Evansville
4,Angel Mounds,"October 15 , 1966 ( # 66000124 )",8215 Pollack Ave. 37°56′31″N 87°27′35″W / 37.941944°N 87.459722°W / 37.941944 ; -87.459722 ( Angel Mounds ),Knight Township
5,Auto Hotel Building,"April 6 , 1984 ( # 84001673 )",111-115 SE . 3rd St. 37°58′10″N 87°34′18″W / 37.969444°N 87.571667°W / 37.969444 ; -87.571667 ( Auto Hotel Building ),Evansville
6,Barrett 's Britz Building,"April 6 , 1984 ( # 84001679 )",415 Main St. 37°58′18″N 87°34′14″W / 37.971667°N 87.570556°W / 37.971667 ; -87.570556 ( Barrett 's Britz Building ),Evansville
7,Bayard Park Historic District,"June 27 , 1985 ( # 85001373 )","Roughly bounded by Gum , Kentucky , Blackford , and Garvin Sts . 37°57′56″N 87°33′06″W / 37.965556°N 87.551667°W / 37.965556 ; -87.551667 ( Bayard Park Historic District )",Evansville
8,William Bedford Sr. House,"November 28 , 1978 ( # 78000056 )",838 Washington Ave. 37°57′49″N 87°33′03″W / 37.963611°N 87.550833°W / 37.963611 ; -87.550833 ( William Bedford Sr. House ),Evansville
9,Bernardin-Johnson House,"June 27 , 1989 ( # 89000238 )",17 Johnson Pl . 37°58′15″N 87°31′24″W / 37.970833°N 87.523333°W / 37.970833 ; -87.523333 ( Bernardin-Johnson House ),Evansville
10,Bitterman Building,"September 22 , 1980 ( # 80000068 )",202-204 Main St. 37°58′14″N 87°34′23″W / 37.970694°N 87.573194°W / 37.970694 ; -87.573194 ( Bitterman Building ),Evansville
11,Glenn A . Black House,"December 21 , 2011 ( # 11000660 )","8215 Pollack Ave. , southeast of Evansville 37°56′51″N 87°27′10″W / 37.947500°N 87.452778°W / 37.947500 ; -87.452778 ( Glenn A . Black House )",Knight Township
12,John W. Boehne House,"February 17 , 1983 ( # 83000105 )",1119 Lincoln Ave. 37°58′10″N 87°32′42″W / 37.969444°N 87.545°W / 37.969444 ; -87.545 ( John W. Boehne House ),Evansville
13,Building at 223 Main Street,"July 1 , 1982 ( # 82000083 )",223 Main St. 37°58′15″N 87°34′21″W / 37.970778°N 87.572389°W / 37.970778 ; -87.572389 ( Building at 223 Main Street ),Evansville
14,Busse House,"July 1 , 1982 ( # 82000084 )",120 SE 1st St. 37°58′07″N 87°34′23″W / 37.968611°N 87.573056°W / 37.968611 ; -87.573056 ( Busse House ),Evansville
15,Cadick Apartments ( Plaza Building ),"July 1 , 1982 ( # 82000085 )",118 SE . 1st St. 37°58′08″N 87°34′23″W / 37.96875°N 87.573056°W / 37.96875 ; -87.573056 ( Cadick Apartments ( Plaza Building ) ),Evansville
16,Willard Carpenter House,"February 10 , 1978 ( # 78000057 )",405 Carpenter St. 37°58′30″N 87°34′32″W / 37.975000°N 87.575556°W / 37.975000 ; -87.575556 ( Willard Carpenter House ),Evansville
17,Central Library,"July 1 , 1982 ( # 82000086 )",22 SE . 5th St. 37°58′17″N 87°34′09″W / 37.971389°N 87.569167°W / 37.971389 ; -87.569167 ( Central Library ),Evansville
18,Citizens National Bank,"July 1 , 1982 ( # 82000087 )",329 Main St. 37°58′17″N 87°34′16″W / 37.971389°N 87.571111°W / 37.971389 ; -87.571111 ( Citizens National Bank ),Evansville
19,Conner 's Bookstore,"April 6 , 1984 ( # 84001684 )",611-613 Main St. 37°58′22″N 87°34′08″W / 37.972778°N 87.568889°W / 37.972778 ; -87.568889 ( Conner 's Bookstore ),Evansville
20,Court Building ( Furniture Building ),"July 1 , 1982 ( # 82000088 )",123-125 NW . 4th St. 37°58′23″N 87°34′20″W / 37.973194°N 87.572222°W / 37.973194 ; -87.572222 ( Court Building ( Furniture Building ) ),Evansville
