NM #,Monument name,Description,Townland,Location
559,Altore Wedge Tomb,Wedge Tomb,Altore,53°42′17″N 8°40′50″W / 53.704854°N 8.680440°W / 53.704854 ; -8.680440
488,Ardcarn Mound,Mound & Ringfort,Ardcarn,53°57′42″N 8°12′32″W / 53.961651°N 8.208779°W / 53.961651 ; -8.208779
682,Castle Naghten,Motte and Bailey,Ballycreggan,53°27′11″N 8°03′38″W / 53.453164°N 8.060492°W / 53.453164 ; -8.060492
362,Roscommon Abbey,Friary ( Dominican ),Ballypheasan,53°37′29″N 8°11′30″W / 53.624693°N 8.191776°W / 53.624693 ; -8.191776
487,Carnagh West Ringfort,Ringfort,Carnagh West,53°30′48″N 8°02′39″W / 53.513346°N 8.044055°W / 53.513346 ; -8.044055
"473 , 294",Rathcroghan,Archaeological Complex,Tulsk,53°48′07″N 8°18′14″W / 53.802°N 8.304°W / 53.802 ; -8.304 ( Rathcroghan )
586,McDermott 's Castle,Castle,Castle Island ( Lough Key ),53°59′22″N 8°13′57″W / 53.98948°N 8.232625°W / 53.98948 ; -8.232625
320,Castlestrange stone,Sculptured Stone,Athleague,53°35′06″N 8°16′14″W / 53.585016°N 8.270645°W / 53.585016 ; -8.270645 ( Castlestrange stone )
557,Inchmacnerin Abbey,Priory ( Augustinian ),Church Island ( Lough Key ),53°59′40″N 8°15′39″W / 53.994493°N 8.260788°W / 53.994493 ; -8.260788
181,Roscommon Castle,Castle,Roscommon,53°38′00″N 8°11′00″W / 53.6333°N 8.1833°W / 53.6333 ; -8.1833 ( Roscommon Castle )
608,Cloonshanville High Cross,High Cross,Cloonshanville,53°52′03″N 8°23′24″W / 53.867399°N 8.38999°W / 53.867399 ; -8.38999
650,Drummin fort,Ringfort & Ogham Stones,Drummin,53°50′04″N 8°22′08″W / 53.834358°N 8.368769°W / 53.834358 ; -8.368769
397,Emlagh High Cross,High crosses : two shafts and head fragments,Emlagh,53°44′43″N 8°27′23″W / 53.745382°N 8.456292°W / 53.745382 ; -8.456292
167,Boyle Abbey,Abbey ( Cistercian ),Knocknashee,53°58′25″N 8°17′49″W / 53.973611°N 8.296944°W / 53.973611 ; -8.296944 ( Boyle Abbey )
556,Trinity Abbey,Abbey ( Premonstratensian ),Trinity Island ( Lough Key ),53°59′21″N 8°15′16″W / 53.989215°N 8.254515°W / 53.989215 ; -8.254515
