Dance,Highest scored dancer ( s ),Highest score,Lowest scored dancer ( s ),Lowest score
Cha-cha-cha relay,Mýa Mýa,29 10,Michael Irvin Macy Gray,13 4
Jive,Aaron Carter,29,Melissa Joan Hart Louie Vito,19
Rumba,Mýa Joanna Krupa,27,Mark Dacascos,18
Tango,Kelly Osbourne Joanna Krupa Donny Osmond,28,Tom DeLay,18
Paso doble,Mýa,30,Michael Irvin,21
Samba,Mýa,30,Michael Irvin,14
Waltz,Mýa,28,Melissa Joan Hart Michael Irvin,20
Quickstep,Mýa,29,Kathy Ireland,18
Foxtrot relay,Mýa Kelly Osbourne Joanna Krupa,25 10,Ashley Hamilton Kathy Ireland,15 4
Argentine tango,Donny Osmond,30,Louie Vito,22
Viennese Waltz Relay,Joanna Krupa Aaron Carter,27 10,Macy Gray Tom DeLay,15 4
Salsa relay,Mýa Donny Osmond,30 10,Debi Mazar Kathy Ireland Ashley Hamilton,16 4
Jitterbug,Donny Osmond,27,Kelly Osbourne,20
Bolero,Natalie Coughlin,24,Michael Irvin,16
Lambada,Mýa,28,Aaron Carter,18
Two-step,Mark Dacascos,22,Louie Vito,16
Charleston,Melissa Joan Hart,28,Kelly Osbourne,23
Mambo marathon,Joanna Krupa,10,Michael Irvin,2
Freestyle,Donny Osmond,30,Kelly Osbourne,24
