Date,Co-Hosts,Guests/Segments
May 1,Regis Philbin & Kelly Ripa,"Tobey Maguire , Carmen Electra , Ne-Yo"
May 2,Regis Philbin & Kelly Ripa,"Kirsten Dunst , Mehmet Oz"
May 3,Regis Philbin & Kelly Ripa,"Kate Walsh , Eric Bana"
May 4,Regis Philbin & Kelly Ripa,"Tori Amos , Drew Barrymore , a CPR lesson"
May 7,Regis Philbin & Kelly Ripa,"Zach Braff , Howie Mandel , 6th American Idol Finalist , 5th American Idol Finalist"
May 8,Regis Philbin & Kelly Ripa,"Felicity Huffman , The Amazing Race winners , Joy Philbin"
May 9,Regis Philbin & Kelly Ripa,"Jane Fonda , Kelly Clarkson"
May 10,Regis Philbin & Kelly Ripa,"Freddie Prinze , Jr. , Larry the Cable Guy"
May 11,Regis Philbin & Kelly Ripa,LIVE 's Mom 's Dream Come True Special
May 14,Regis Philbin & Kelly Ripa,"Survivor : Fiji winner , 4th American Idol Finalist"
May 15,Regis Philbin & Kelly Ripa,"Eric Dane , Milo Ventimiglia"
May 16,Regis Philbin & Kelly Ripa,"Don Rickles , Rebecca Romijn"
May 17,Regis Philbin & Kelly Ripa,"America Ferrera , Mike Myers"
May 18,Regis Philbin & Kelly Ripa,"Nicollette Sheridan , Tom Selleck , Jimmy Kimmel"
May 21,Regis Philbin & Kelly Ripa,"Evangeline Lilly , Sendhil Ramamurthy , Gretchen Wilson"
May 22,Regis Philbin & Kelly Ripa,"LIVE ! in New Orleans , Emeril Lagasse , Pete Fountain , Kyle Busch"
May 23,Regis Philbin & Kelly Ripa,"LIVE ! in New Orleans , John Stamos , Tenney Flynn , Preservation Hall Jazz Band"
May 24,Regis Philbin & Kelly Ripa,"LIVE ! in New Orleans , Martina McBride , America 's Next Top Model , Paul Prudhomme , Dirty Dozen Brass Band"
May 25,Regis Philbin & Kelly Ripa,"LIVE ! in New Orleans , Luke Wilson , Cowboy Mouth , Leah Chase , Rockin ' Dopsie"
May 28,Regis Philbin & Kelly Ripa,"Joey Lawrence , Brenda Song , Swimwear"
